Num_Acc,dep,cluster_kmeans,cluster_bisecting,cluster_gmm
202400027753,974,1,3,4
202400027754,94,1,4,4
202400027755,974,2,0,4
202400027756,01,1,3,1
202400027757,44,2,0,4
202400027758,67,1,3,4
202400027759,973,0,1,3
202400027760,974,0,1,3
202400027761,29,2,0,2
202400027762,69,0,1,3
202400027763,75,2,2,2
202400027764,29,1,3,4
202400027765,974,3,4,4
202400027766,972,4,4,4
202400027767,31,1,3,4
202400027768,971,2,2,2
202400027769,974,2,2,2
202400027770,75,2,2,2
202400027771,38,3,3,4
202400027772,971,3,4,4
202400027773,971,3,3,3
202400027774,38,1,3,2
202400027775,75,0,1,3
202400027776,971,3,3,4
202400027777,95,0,0,3
202400027778,75,2,2,2
202400027779,02,1,3,4
202400027780,91,2,2,2
202400027781,971,1,4,4
202400027782,75,0,1,3
202400027783,03,2,0,4
202400027784,91,2,2,4
202400027785,75,2,2,2
202400027786,91,1,3,4
202400027787,75,2,2,2
202400027788,15,1,3,2
202400027789,91,2,2,2
202400027790,85,2,2,2
202400027791,75,2,2,2
202400027792,85,2,0,4
202400027793,87,2,2,2
202400027794,26,1,3,2
202400027795,75,2,2,2
202400027796,84,2,2,2
202400027797,87,0,1,0
202400027798,75,2,2,2
202400027799,84,2,0,4
202400027800,84,2,2,2
202400027801,51,0,1,0
202400027802,54,2,0,4
202400027803,75,2,2,2
202400027804,30,1,3,4
202400027805,84,2,2,2
202400027806,50,0,0,3
202400027807,45,0,1,3
202400027808,75,2,2,2
202400027809,84,2,0,2
202400027810,83,0,1,3
202400027811,16,1,3,4
202400027812,83,2,2,1
202400027813,50,2,2,2
202400027814,83,2,2,2
202400027815,16,1,3,2
202400027816,75,2,2,2
202400027817,82,1,3,4
202400027818,75,2,2,2
202400027819,47,2,2,2
202400027820,07,1,3,2
202400027821,78,0,1,3
202400027822,44,0,1,0
202400027823,75,2,2,2
202400027824,07,1,3,1
202400027825,77,2,0,2
202400027826,75,2,2,2
202400027827,40,2,0,4
202400027828,77,2,2,2
202400027829,75,0,1,3
202400027830,38,2,2,2
202400027831,76,2,2,2
202400027832,77,1,3,4
202400027833,21,1,3,2
202400027834,75,2,2,2
202400027835,33,0,1,3
202400027836,76,2,2,2
202400027837,76,0,1,3
202400027838,40,1,3,4
202400027839,75,0,1,3
202400027840,32,1,3,4
202400027841,76,0,1,0
202400027842,76,2,2,2
202400027843,94,2,0,1
202400027844,31,2,0,2
202400027845,04,1,3,4
202400027846,76,0,1,0
202400027847,76,2,0,2
202400027848,94,2,0,4
202400027849,29,1,3,4
202400027850,30,1,3,4
202400027851,76,0,1,3
202400027852,94,2,2,2
202400027853,48,3,3,3
202400027854,74,0,1,0
202400027855,76,2,2,2
202400027856,27,1,3,1
202400027857,72,2,2,2
202400027858,13,1,3,4
202400027859,74,0,1,3
202400027860,72,2,2,2
202400027861,26,3,3,3
202400027862,94,2,0,4
202400027863,01,4,4,4
202400027864,93,2,0,4
202400027865,17,2,2,2
202400027866,72,2,2,2
202400027867,69,2,0,4
202400027868,91,1,3,4
202400027869,67,0,1,0
202400027870,93,2,2,2
202400027871,49,1,3,4
202400027872,72,2,2,2
202400027873,14,2,2,2
202400027874,67,0,1,3
202400027875,93,2,0,4
202400027876,69,0,1,3
202400027877,972,1,3,4
202400027878,14,1,4,4
202400027879,93,1,3,4
202400027880,66,3,3,3
202400027881,37,1,3,2
202400027882,69,0,0,3
202400027883,93,2,2,2
202400027884,13,3,3,3
202400027885,64,2,2,2
202400027886,45,2,0,2
202400027887,93,2,0,2
202400027888,69,2,2,2
202400027889,13,0,1,3
202400027890,64,2,2,2
202400027891,69,0,0,3
202400027892,77,1,3,2
202400027893,93,2,2,2
202400027894,13,0,1,3
202400027895,2A,0,1,0
202400027896,63,1,3,4
202400027897,67,2,2,2
202400027898,13,2,2,2
202400027899,93,2,0,2
202400027900,63,2,2,2
202400027901,66,2,2,2
202400027902,63,2,0,2
202400027903,13,2,2,2
202400027904,92,0,1,3
202400027905,61,2,2,2
202400027906,92,2,2,2
202400027907,62,0,0,3
202400027908,30,1,3,2
202400027909,11,2,0,4
202400027910,59,0,1,3
202400027911,34,1,3,2
202400027912,60,3,3,4
202400027913,34,1,3,1
202400027914,11,1,3,2
202400027915,59,2,0,2
202400027916,59,2,0,2
202400027917,83,2,2,2
202400027918,2A,1,3,4
202400027919,59,2,2,1
202400027920,11,1,3,4
202400027921,59,2,0,2
202400027922,54,1,3,1
202400027923,58,1,3,4
202400027924,30,2,2,2
202400027925,10,2,2,2
202400027926,51,2,2,2
202400027927,53,0,0,3
202400027928,63,1,3,2
202400027929,06,2,2,2
202400027930,49,4,4,4
202400027931,51,2,2,2
202400027932,83,2,0,4
202400027933,38,2,2,2
202400027934,49,0,1,0
202400027935,49,0,1,3
202400027936,06,2,2,2
202400027937,56,4,4,4
202400027938,38,1,3,4
202400027939,49,2,2,2
202400027940,06,2,0,2
202400027941,42,0,0,3
202400027942,42,0,1,3
202400027943,79,1,3,2
202400027944,06,2,0,2
202400027945,69,2,0,4
202400027946,37,2,2,2
202400027947,39,2,0,4
202400027948,05,2,0,4
202400027949,35,2,2,2
202400027950,81,3,3,4
202400027951,34,0,1,0
202400027952,32,1,3,4
202400027953,75,2,2,2
202400027954,16,1,4,4
202400027955,37,2,2,2
202400027956,33,0,1,3
202400027957,42,1,3,2
202400027958,75,0,1,3
202400027959,56,1,3,4
202400027960,37,2,2,2
202400027961,75,0,1,3
202400027962,46,1,3,4
202400027963,36,3,3,3
202400027964,75,2,2,2
202400027965,31,4,4,4
202400027966,13,4,4,4
202400027967,41,1,3,4
202400027968,35,2,2,2
202400027969,29,0,1,0
202400027970,33,1,3,4
202400027971,34,1,3,4
202400027972,27,2,2,1
202400027973,75,0,1,3
202400027974,27,0,1,3
202400027975,33,1,3,4
202400027976,25,1,3,4
202400027977,75,0,1,4
202400027978,91,4,4,4
202400027979,19,2,2,2
202400027980,35,2,0,4
202400027981,75,0,1,3
202400027982,92,4,4,4
202400027983,29,1,3,4
202400027984,19,0,1,3
202400027985,78,1,4,4
202400027986,75,2,2,2
202400027987,13,2,2,2
202400027988,78,4,4,4
202400027989,02,1,3,2
202400027990,13,0,1,4
202400027991,75,0,1,3
202400027992,13,0,1,0
202400027993,03,1,3,4
202400027994,13,0,1,3
202400027995,13,2,2,2
202400027996,75,2,2,2
202400027997,70,1,3,4
202400027998,78,4,4,4
202400027999,13,2,2,2
202400028000,58,2,0,4
202400028001,75,2,2,2
202400028002,13,2,2,2
202400028003,93,4,4,4
202400028004,13,2,2,2
202400028005,06,0,0,3
202400028006,13,2,2,2
202400028007,75,0,1,0
202400028008,93,4,4,4
202400028009,13,1,3,4
202400028010,14,1,3,1
202400028011,13,0,1,3
202400028012,75,2,2,2
202400028013,94,1,4,4
202400028014,12,2,2,2
202400028015,14,1,3,4
202400028016,75,2,2,2
202400028017,75,2,2,2
202400028018,13,2,2,2
202400028019,976,0,0,4
202400028020,14,1,3,4
202400028021,75,2,2,2
202400028022,75,2,2,2
202400028023,07,2,2,2
202400028024,06,0,1,0
202400028025,75,2,2,2
202400028026,974,2,2,2
202400028027,75,2,2,2
202400028028,06,2,2,2
202400028029,24,1,3,4
202400028030,974,2,0,4
202400028031,75,2,2,2
202400028032,06,0,1,0
202400028033,94,2,2,2
202400028034,37,1,3,4
202400028035,974,2,2,2
202400028036,75,2,2,2
202400028037,06,2,0,2
202400028038,94,2,0,2
202400028039,06,4,4,4
202400028040,973,2,2,2
202400028041,75,0,1,3
202400028042,27,4,4,4
202400028043,94,2,0,2
202400028044,02,1,3,4
202400028045,973,2,0,2
202400028046,75,2,2,2
202400028047,77,2,0,4
202400028048,973,2,0,2
202400028049,93,2,2,2
202400028050,75,2,2,2
202400028051,75,0,1,3
202400028052,30,2,0,4
202400028053,93,2,0,4
202400028054,75,2,2,2
202400028055,93,2,2,2
202400028056,71,3,3,4
202400028057,75,2,2,2
202400028058,75,0,1,0
202400028059,92,2,0,2
202400028060,42,2,0,2
202400028061,94,2,0,4
202400028062,14,1,3,2
202400028063,75,2,2,2
202400028064,92,2,2,2
202400028065,22,2,0,4
202400028066,94,0,0,3
202400028067,75,2,2,2
202400028068,92,2,0,4
202400028069,94,2,2,2
202400028070,60,4,4,4
202400028071,92,0,3,4
202400028072,13,4,4,4
202400028073,94,2,0,2
202400028074,92,2,2,2
202400028075,93,2,0,1
202400028076,69,4,4,4
202400028077,92,0,0,3
202400028078,93,2,2,2
202400028079,92,0,0,3
202400028080,59,4,4,4
202400028081,78,1,3,4
202400028082,93,2,0,4
202400028083,92,4,4,4
202400028084,37,1,3,4
202400028085,93,2,0,2
202400028086,91,4,4,4
202400028087,39,1,3,4
202400028088,94,4,4,4
202400028089,93,2,2,2
202400028090,11,1,3,4
202400028091,974,1,3,4
202400028092,92,2,0,2
202400028093,92,1,3,4
202400028094,974,2,2,2
202400028095,93,4,4,4
202400028096,92,2,2,2
202400028097,93,1,3,4
202400028098,08,1,3,4
202400028099,92,2,0,2
202400028100,92,0,0,4
202400028101,92,4,4,4
202400028102,87,1,3,1
202400028103,93,4,4,4
202400028104,92,2,0,2
202400028105,93,1,3,4
202400028106,24,2,0,2
202400028107,92,2,0,4
202400028108,24,3,3,3
202400028109,95,1,3,1
202400028110,71,0,1,3
202400028111,17,3,3,3
202400028112,50,1,3,1
202400028113,85,1,3,4
202400028114,976,1,3,4
202400028115,50,3,3,3
202400028116,50,3,3,4
202400028117,11,2,0,4
202400028118,59,2,2,2
202400028119,57,3,3,3
202400028120,63,1,3,4
202400028121,47,1,3,4
202400028122,89,1,3,4
202400028123,19,1,3,4
202400028124,50,3,3,3
202400028125,17,2,0,2
202400028126,56,1,3,4
202400028127,18,1,3,4
202400028128,976,0,1,3
202400028129,79,1,3,4
202400028130,974,1,3,4
202400028131,31,2,0,2
202400028132,81,3,3,4
202400028133,973,0,1,0
202400028134,69,2,2,2
202400028135,89,1,3,4
202400028136,69,0,1,3
202400028137,51,2,2,2
202400028138,63,1,3,4
202400028139,19,2,0,2
202400028140,69,2,2,2
202400028141,68,3,3,3
202400028142,19,1,3,4
202400028143,2B,1,3,4
202400028144,29,1,3,2
202400028145,95,0,0,4
202400028146,76,2,0,4
202400028147,2B,1,3,4
202400028148,91,2,2,2
202400028149,33,2,0,4
202400028150,02,1,3,4
202400028151,32,2,0,4
202400028152,11,1,3,4
202400028153,78,2,2,2
202400028154,09,1,3,4
202400028155,77,3,4,3
202400028156,63,1,3,4
202400028157,09,0,1,3
202400028158,45,3,3,4
202400028159,63,2,0,4
202400028160,77,2,2,2
202400028161,76,1,3,1
202400028162,64,1,3,2
202400028163,61,2,2,2
202400028164,72,2,2,2
202400028165,07,1,3,4
202400028166,49,3,3,4
202400028167,59,0,1,3
202400028168,49,3,3,3
202400028169,07,1,3,4
202400028170,40,2,0,1
202400028171,59,2,2,2
202400028172,01,1,3,4
202400028173,29,1,3,2
202400028174,88,2,2,2
202400028175,46,0,1,3
202400028176,29,1,3,4
202400028177,78,3,3,3
202400028178,35,1,4,4
202400028179,31,1,3,4
202400028180,67,4,4,4
202400028181,33,0,1,0
202400028182,31,1,3,4
202400028183,29,0,1,3
202400028184,03,1,3,4
202400028185,66,2,2,2
202400028186,14,2,0,4
202400028187,15,2,0,1
202400028188,976,2,2,2
202400028189,06,1,3,4
202400028190,13,2,2,2
202400028191,30,1,3,4
202400028192,64,2,0,4
202400028193,06,2,0,4
202400028194,973,3,3,4
202400028195,18,1,3,4
202400028196,971,3,3,4
202400028197,06,2,0,2
202400028198,18,3,3,4
202400028199,05,0,0,3
202400028200,53,3,3,3
202400028201,01,1,3,4
202400028202,971,1,3,4
202400028203,24,3,3,3
202400028204,01,2,2,2
202400028205,27,1,3,4
202400028206,21,0,1,0
202400028207,75,2,2,2
202400028208,45,3,3,3
202400028209,75,2,2,2
202400028210,27,1,3,4
202400028211,91,1,3,4
202400028212,75,2,2,2
202400028213,66,1,3,2
202400028214,30,3,3,0
202400028215,94,2,2,2
202400028216,83,1,3,4
202400028217,93,2,2,2
202400028218,06,1,3,2
202400028219,93,0,1,3
202400028220,68,1,3,4
202400028221,48,1,3,4
202400028222,73,1,3,4
202400028223,72,4,4,4
202400028224,93,2,0,4
202400028225,64,0,0,4
202400028226,73,3,3,4
202400028227,93,2,0,4
202400028228,42,2,0,2
202400028229,03,4,4,4
202400028230,93,1,4,4
202400028231,42,2,2,2
202400028232,92,2,0,4
202400028233,973,2,0,4
202400028234,92,2,0,4
202400028235,57,4,4,4
202400028236,38,2,0,2
202400028237,91,0,0,3
202400028238,38,2,0,2
202400028239,34,4,4,4
202400028240,86,1,3,4
202400028241,01,2,2,2
202400028242,84,2,2,1
202400028243,73,4,4,4
202400028244,68,2,2,2
202400028245,28,4,4,4
202400028246,69,1,3,4
202400028247,972,1,3,4
202400028248,987,3,3,3
202400028249,81,1,3,4
202400028250,23,0,0,3
202400028251,09,1,3,4
202400028252,77,1,3,4
202400028253,31,1,3,4
202400028254,52,3,3,4
202400028255,2A,2,2,2
202400028256,54,1,3,2
202400028257,66,2,0,2
202400028258,33,3,3,3
202400028259,14,1,3,2
202400028260,06,0,0,3
202400028261,33,3,3,3
202400028262,41,4,4,4
202400028263,25,2,2,1
202400028264,88,2,2,2
202400028265,62,1,3,4
202400028266,27,1,3,4
202400028267,01,2,0,2
202400028268,95,3,3,3
202400028269,51,2,0,2
202400028270,46,2,0,1
202400028271,83,1,3,4
202400028272,56,3,3,3
202400028273,46,3,3,3
202400028274,42,1,4,4
202400028275,56,3,3,4
202400028276,92,3,3,4
202400028277,13,3,3,4
202400028278,2B,1,3,2
202400028279,92,1,3,4
202400028280,69,3,3,3
202400028281,92,4,4,4
202400028282,71,2,0,4
202400028283,33,1,3,4
202400028284,95,1,3,4
202400028285,61,2,2,2
202400028286,94,4,4,4
202400028287,95,4,4,4
202400028288,49,1,3,4
202400028289,77,4,4,4
202400028290,93,4,4,4
202400028291,42,2,2,2
202400028292,974,1,4,4
202400028293,34,2,2,2
202400028294,94,4,4,4
202400028295,35,2,2,2
202400028296,93,4,4,4
202400028297,973,2,2,2
202400028298,35,2,0,1
202400028299,84,0,1,3
202400028300,69,2,2,2
202400028301,54,1,3,4
202400028302,84,1,3,4
202400028303,69,2,2,2
202400028304,14,2,0,4
202400028305,84,0,0,3
202400028306,972,4,4,4
202400028307,36,2,2,1
202400028308,84,2,2,2
202400028309,69,2,2,2
202400028310,07,2,0,4
202400028311,69,2,2,2
202400028312,53,1,3,4
202400028313,987,0,0,4
202400028314,971,1,3,4
202400028315,37,3,3,3
202400028316,69,2,2,2
202400028317,80,4,4,4
202400028318,971,2,0,4
202400028319,95,2,2,2
202400028320,88,3,3,4
202400028321,2A,0,1,3
202400028322,13,1,3,4
202400028323,95,2,2,2
202400028324,91,1,3,4
202400028325,91,2,2,2
202400028326,91,2,2,2
202400028327,53,1,3,1
202400028328,91,1,3,4
202400028329,91,2,0,2
202400028330,06,4,4,4
202400028331,971,3,3,4
202400028332,91,2,2,2
202400028333,89,2,2,2
202400028334,87,2,2,2
202400028335,91,2,2,2
202400028336,91,2,2,2
202400028337,30,1,3,4
202400028338,87,2,2,2
202400028339,85,2,2,2
202400028340,11,1,3,4
202400028341,78,0,3,4
202400028342,67,0,1,0
202400028343,85,2,2,2
202400028344,83,2,0,4
202400028345,52,1,3,4
202400028346,67,0,0,3
202400028347,57,2,0,4
202400028348,84,2,2,2
202400028349,57,2,0,2
202400028350,67,2,2,2
202400028351,84,2,2,2
202400028352,57,1,3,4
202400028353,83,2,2,2
202400028354,73,2,2,2
202400028355,65,2,0,4
202400028356,77,2,2,2
202400028357,26,1,3,4
202400028358,64,2,2,2
202400028359,77,2,2,2
202400028360,17,1,3,4
202400028361,62,0,1,3
202400028362,76,0,0,3
202400028363,62,2,2,2
202400028364,64,2,0,4
202400028365,76,2,2,2
202400028366,62,2,0,4
202400028367,29,1,3,4
202400028368,76,0,1,0
202400028369,62,2,2,2
202400028370,56,2,2,2
202400028371,76,1,3,4
202400028372,72,2,2,2
202400028373,50,0,1,3
202400028374,80,3,3,4
202400028375,71,2,2,2
202400028376,49,1,3,4
202400028377,62,1,3,4
202400028378,69,2,2,2
202400028379,45,0,1,3
202400028380,69,2,2,2
202400028381,44,0,1,3
202400028382,68,0,0,3
202400028383,67,2,2,2
202400028384,34,2,2,2
202400028385,67,2,2,2
202400028386,67,1,3,4
202400028387,65,2,0,4
202400028388,64,2,2,2
202400028389,64,2,2,2
202400028390,64,2,2,2
202400028391,64,0,0,3
202400028392,63,2,2,2
202400028393,59,0,1,3
202400028394,59,2,0,2
202400028395,59,2,2,2
202400028396,58,2,2,2
202400028397,56,2,0,4
202400028398,56,0,1,0
202400028399,54,2,2,2
202400028400,54,2,2,2
202400028401,54,3,3,4
202400028402,52,2,0,4
202400028403,50,2,2,2
202400028404,48,2,0,4
202400028405,45,2,2,2
202400028406,44,2,0,4
202400028407,94,2,0,4
202400028408,42,2,2,2
202400028409,93,0,0,3
202400028410,38,2,2,2
202400028411,93,2,0,4
202400028412,36,2,2,2
202400028413,93,0,1,3
202400028414,35,2,2,2
202400028415,93,2,2,2
202400028416,93,2,0,4
202400028417,35,3,3,0
202400028418,92,2,2,2
202400028419,34,2,0,2
202400028420,92,2,0,2
202400028421,92,0,0,0
202400028422,33,2,2,2
202400028423,92,0,0,0
202400028424,92,2,2,2
202400028425,33,2,2,2
202400028426,92,2,2,2
202400028427,92,0,1,0
202400028428,33,2,2,2
202400028429,59,2,0,1
202400028430,63,3,3,4
202400028431,21,4,4,4
202400028432,31,2,0,2
202400028433,81,2,0,4
202400028434,34,4,4,4
202400028435,31,2,2,2
202400028436,80,1,3,1
202400028437,61,3,3,4
202400028438,22,1,3,1
202400028439,44,1,3,4
202400028440,01,2,2,2
202400028441,14,2,0,2
202400028442,45,0,0,3
202400028443,43,1,3,4
202400028444,53,3,3,4
202400028445,40,0,0,3
202400028446,85,2,2,1
202400028447,01,4,4,4
202400028448,83,1,3,4
202400028449,48,1,3,4
202400028450,13,1,3,4
202400028451,21,2,2,2
202400028452,57,0,0,3
202400028453,01,1,3,4
202400028454,69,2,2,2
202400028455,81,4,4,3
202400028456,33,2,2,2
202400028457,44,4,4,4
202400028458,29,1,3,2
202400028459,83,4,4,4
202400028460,33,4,4,4
202400028461,59,4,4,4
202400028462,62,4,4,4
202400028463,59,4,4,4
202400028464,78,4,4,4
202400028465,92,4,4,4
202400028466,78,4,4,4
202400028467,78,4,4,4
202400028468,92,1,3,4
202400028469,93,4,4,4
202400028470,92,4,4,4
202400028471,95,1,3,4
202400028472,95,1,3,4
202400028473,93,3,3,4
202400028474,93,4,4,4
202400028475,77,4,4,4
202400028476,94,3,3,4
202400028477,94,3,4,4
202400028478,93,2,0,4
202400028479,93,2,0,2
202400028480,93,0,0,0
202400028481,974,2,2,2
202400028482,974,2,0,4
202400028483,974,1,3,4
202400028484,69,2,2,2
202400028485,69,0,1,0
202400028486,972,2,2,2
202400028487,972,1,3,4
202400028488,972,2,2,2
202400028489,95,2,2,2
202400028490,95,2,0,4
202400028491,91,2,2,2
202400028492,91,2,2,2
202400028493,90,0,0,3
202400028494,84,1,3,4
202400028495,79,2,0,4
202400028496,78,2,2,2
202400028497,77,0,1,3
202400028498,73,2,2,2
202400028499,69,0,1,3
202400028500,64,0,1,3
202400028501,64,2,0,2
202400028502,59,0,0,0
202400028503,59,2,2,2
202400028504,57,0,1,3
202400028505,56,1,3,4
202400028506,51,2,2,2
202400028507,45,0,1,3
202400028508,45,2,0,4
202400028509,38,0,1,0
202400028510,37,3,3,3
202400028511,37,2,2,2
202400028512,35,2,2,2
202400028513,35,2,2,2
202400028514,34,2,2,2
202400028515,33,3,4,0
202400028516,33,2,0,4
202400028517,27,0,1,3
202400028518,22,2,2,2
202400028519,13,2,2,2
202400028520,13,3,3,3
202400028521,04,2,2,2
202400028522,75,0,1,3
202400028523,75,2,2,2
202400028524,75,0,1,0
202400028525,75,2,2,2
202400028526,75,2,2,2
202400028527,75,2,2,2
202400028528,75,0,1,0
202400028529,75,0,1,3
202400028530,75,2,2,2
202400028531,75,2,2,2
202400028532,75,2,2,2
202400028533,75,0,1,3
202400028534,75,0,1,3
202400028535,75,0,1,0
202400028536,75,2,2,2
202400028537,75,0,1,3
202400028538,94,0,0,3
202400028539,94,0,0,0
202400028540,93,2,2,2
202400028541,93,0,1,0
202400028542,93,0,1,3
202400028543,92,2,2,2
202400028544,92,2,0,4
202400028545,92,2,0,2
202400028546,92,2,0,2
202400028547,92,2,2,2
202400028548,92,0,0,3
202400028549,92,0,0,3
202400028550,37,2,0,1
202400028551,72,1,3,4
202400028552,12,2,0,4
202400028553,54,1,3,4
202400028554,26,1,3,4
202400028555,17,1,3,2
202400028556,45,3,3,0
202400028557,31,2,0,2
202400028558,31,2,2,2
202400028559,81,1,3,4
202400028560,972,2,0,2
202400028561,28,4,4,4
202400028562,01,0,1,3
202400028563,2B,3,3,4
202400028564,62,2,0,4
202400028565,66,3,3,3
202400028566,83,1,3,4
202400028567,56,1,3,4
202400028568,80,0,0,3
202400028569,80,0,0,3
202400028570,82,0,0,3
202400028571,65,1,3,4
202400028572,63,1,3,2
202400028573,27,3,3,3
202400028574,63,3,3,3
202400028575,61,2,0,2
202400028576,49,1,3,4
202400028577,49,1,3,4
202400028578,12,3,3,4
202400028579,39,1,3,4
202400028580,39,3,3,4
202400028581,44,1,3,4
202400028582,29,1,3,4
202400028583,02,1,3,2
202400028584,01,1,3,4
202400028585,26,1,3,4
202400028586,26,1,3,4
202400028587,58,2,0,2
202400028588,06,3,3,3
202400028589,64,3,3,4
202400028590,18,1,3,4
202400028591,18,2,2,2
202400028592,36,1,3,4
202400028593,36,0,1,0
202400028594,07,2,2,1
202400028595,21,1,3,4
202400028596,04,1,3,4
202400028597,28,1,3,4
202400028598,37,3,3,0
202400028599,37,3,3,4
202400028600,52,3,3,4
202400028601,95,1,4,4
202400028602,973,2,0,4
202400028603,51,4,4,4
202400028604,45,4,4,4
202400028605,45,4,4,4
202400028606,69,3,3,3
202400028607,974,2,0,1
202400028608,971,0,1,3
202400028609,971,2,2,2
202400028610,971,3,3,3
202400028611,28,3,3,4
202400028612,78,2,0,4
202400028613,2B,1,3,4
202400028614,34,0,0,3
202400028615,06,3,3,0
202400028616,973,0,1,3
202400028617,971,2,0,4
202400028618,2A,2,2,2
202400028619,95,2,0,4
202400028620,95,2,2,2
202400028621,95,2,0,4
202400028622,91,2,0,4
202400028623,91,2,0,4
202400028624,90,2,0,4
202400028625,87,2,2,2
202400028626,86,0,0,0
202400028627,84,2,2,2
202400028628,83,2,2,2
202400028629,81,2,2,2
202400028630,80,1,3,2
202400028631,80,0,1,0
202400028632,78,0,0,3
202400028633,78,1,3,2
202400028634,78,2,2,2
202400028635,78,2,2,2
202400028636,77,2,2,2
202400028637,77,2,0,4
202400028638,76,2,2,2
202400028639,76,2,0,4
202400028640,67,2,2,2
202400028641,64,2,0,4
202400028642,62,2,0,4
202400028643,59,1,3,2
202400028644,51,2,2,2
202400028645,50,2,2,2
202400028646,49,0,1,3
202400028647,43,2,2,2
202400028648,41,0,1,0
202400028649,41,2,2,2
202400028650,37,2,2,2
202400028651,35,2,2,2
202400028652,34,0,0,3
202400028653,25,2,2,2
202400028654,25,2,0,4
202400028655,22,2,2,2
202400028656,13,2,2,2
202400028657,13,2,2,2
202400028658,13,2,2,2
202400028659,12,1,3,4
202400028660,11,2,2,2
202400028661,11,2,2,2
202400028662,07,2,2,2
202400028663,06,2,0,2
202400028664,06,2,0,2
202400028665,75,0,1,3
202400028666,75,0,1,3
202400028667,75,2,2,2
202400028668,75,2,2,2
202400028669,75,2,2,2
202400028670,75,2,2,2
202400028671,75,2,2,2
202400028672,75,2,2,2
202400028673,75,2,2,2
202400028674,75,2,2,2
202400028675,75,2,2,2
202400028676,75,2,2,2
202400028677,94,0,0,3
202400028678,94,0,0,4
202400028679,94,2,0,4
202400028680,95,2,2,2
202400028681,93,2,0,4
202400028682,93,0,1,3
202400028683,93,2,0,4
202400028684,93,2,0,4
202400028685,42,2,2,2
202400028686,42,2,2,2
202400028687,93,2,0,2
202400028688,37,0,1,3
202400028689,93,2,2,2
202400028690,35,3,3,4
202400028691,93,2,0,2
202400028692,35,2,2,2
202400028693,92,2,0,2
202400028694,35,1,3,2
202400028695,92,2,0,2
202400028696,35,3,4,4
202400028697,92,2,0,2
202400028698,92,2,0,2
202400028699,35,2,2,2
202400028700,34,0,1,3
202400028701,92,2,0,4
202400028702,34,2,2,2
202400028703,33,0,1,3
202400028704,92,2,0,4
202400028705,33,0,1,0
202400028706,37,2,0,2
202400028707,32,2,2,2
202400028708,63,1,3,4
202400028709,29,0,1,3
202400028710,08,0,0,4
202400028711,29,2,2,2
202400028712,01,1,3,4
202400028713,29,3,0,4
202400028714,95,1,3,4
202400028715,26,1,3,4
202400028716,22,1,3,1
202400028717,26,0,1,3
202400028718,22,0,1,3
202400028719,42,2,2,2
202400028720,88,4,4,4
202400028721,974,2,2,2
202400028722,22,1,3,4
202400028723,54,1,3,2
202400028724,974,3,3,4
202400028725,14,0,1,3
202400028726,13,1,3,4
202400028727,71,1,3,4
202400028728,56,1,3,2
202400028729,13,0,1,3
202400028730,56,1,3,4
202400028731,13,2,2,2
202400028732,13,0,1,0
202400028733,56,1,3,4
202400028734,13,2,2,2
202400028735,76,2,2,2
202400028736,11,0,1,3
202400028737,80,1,3,4
202400028738,06,0,0,3
202400028739,11,1,3,4
202400028740,06,3,3,3
202400028741,71,1,3,4
202400028742,61,1,3,4
202400028743,75,0,1,3
202400028744,61,1,3,4
202400028745,75,0,1,0
202400028746,42,2,0,4
202400028747,75,0,1,3
202400028748,68,1,3,4
202400028749,75,0,1,0
202400028750,22,1,3,2
202400028751,75,0,1,3
202400028752,39,1,3,4
202400028753,75,0,1,0
202400028754,75,2,2,2
202400028755,29,0,0,3
202400028756,06,2,2,2
202400028757,75,2,2,2
202400028758,45,1,3,2
202400028759,75,2,2,2
202400028760,64,2,0,4
202400028761,75,2,2,2
202400028762,18,2,0,4
202400028763,75,0,1,3
202400028764,07,1,3,2
202400028765,75,0,1,0
202400028766,21,1,3,2
202400028767,75,0,1,0
202400028768,40,2,0,4
202400028769,24,1,3,4
202400028770,75,2,2,2
202400028771,94,0,1,3
202400028772,48,1,3,4
202400028773,94,2,2,2
202400028774,48,1,3,4
202400028775,94,2,0,4
202400028776,94,3,3,3
202400028777,93,2,0,2
202400028778,31,1,3,4
202400028779,93,2,0,4
202400028780,14,4,4,4
202400028781,55,4,4,4
202400028782,93,2,2,2
202400028783,62,0,0,4
202400028784,93,2,2,2
202400028785,77,4,4,4
202400028786,91,2,2,1
202400028787,93,2,0,4
202400028788,2A,1,3,4
202400028789,93,0,1,3
202400028790,92,2,0,4
202400028791,11,1,3,4
202400028792,92,2,0,4
202400028793,11,1,3,4
202400028794,92,2,2,2
202400028795,34,1,3,2
202400028796,92,2,0,2
202400028797,92,0,0,3
202400028798,83,1,3,2
202400028799,92,2,2,2
202400028800,83,2,0,2
202400028801,92,0,0,3
202400028802,83,2,2,2
202400028803,92,2,2,2
202400028804,05,1,3,4
202400028805,92,2,0,4
202400028806,08,3,3,4
202400028807,13,0,1,3
202400028808,09,2,2,1
202400028809,81,3,3,3
202400028810,06,2,0,2
202400028811,31,2,0,4
202400028812,62,1,3,2
202400028813,21,4,4,4
202400028814,33,1,3,4
202400028815,44,1,3,4
202400028816,22,1,3,2
202400028817,34,4,4,4
202400028818,41,0,0,0
202400028819,35,1,3,4
202400028820,33,1,3,4
202400028821,50,3,3,3
202400028822,62,0,0,3
202400028823,59,4,4,4
202400028824,59,1,3,4
202400028825,56,0,0,3
