Num_Acc,dep,cluster_kmeans,cluster_bisecting,cluster_gmm
202400010182,62,2,2,2
202400010183,69,2,2,2
202400010184,95,0,1,3
202400010185,83,3,3,3
202400010186,972,4,4,4
202400010187,69,0,1,0
202400010188,56,1,3,2
202400010189,83,0,1,3
202400010190,69,2,2,2
202400010191,56,2,2,2
202400010192,83,2,0,1
202400010193,56,3,3,4
202400010194,2B,2,2,2
202400010195,971,2,2,2
202400010196,78,0,1,0
202400010197,82,1,3,4
202400010198,972,2,2,2
202400010199,971,2,0,4
202400010200,65,1,3,4
202400010201,971,2,2,2
202400010202,81,2,0,4
202400010203,95,2,0,4
202400010204,77,2,2,2
202400010205,71,1,3,2
202400010206,95,2,0,2
202400010207,76,2,0,2
202400010208,972,2,0,4
202400010209,63,1,3,4
202400010210,95,2,0,4
202400010211,64,2,0,1
202400010212,91,0,0,3
202400010213,64,0,1,3
202400010214,42,1,3,4
202400010215,84,2,2,2
202400010216,64,2,2,2
202400010217,46,1,3,1
202400010218,82,2,2,2
202400010219,62,0,1,3
202400010220,44,3,3,3
202400010221,69,2,2,2
202400010222,78,1,3,4
202400010223,59,1,3,1
202400010224,50,2,0,4
202400010225,78,2,2,2
202400010226,2A,2,2,2
202400010227,44,0,1,3
202400010228,95,2,0,4
202400010229,49,2,2,2
202400010230,95,2,2,2
202400010231,49,0,1,0
202400010232,38,1,3,4
202400010233,76,2,2,2
202400010234,91,2,2,2
202400010235,70,3,3,3
202400010236,76,1,3,2
202400010237,91,1,3,4
202400010238,34,0,1,3
202400010239,76,2,2,2
202400010240,91,2,2,2
202400010241,26,1,3,2
202400010242,76,0,1,0
202400010243,92,0,0,3
202400010244,34,0,1,3
202400010245,91,2,2,2
202400010246,37,2,2,2
202400010247,72,3,3,4
202400010248,73,2,2,2
202400010249,91,2,2,2
202400010250,37,2,2,2
202400010251,34,3,4,3
202400010252,64,2,0,2
202400010253,49,0,0,3
202400010254,70,2,0,4
202400010255,64,1,3,4
202400010256,87,0,0,4
202400010257,66,2,2,2
202400010258,34,1,3,2
202400010259,87,2,0,4
202400010260,18,2,0,2
202400010261,64,2,2,2
202400010262,81,2,2,2
202400010263,16,3,3,0
202400010264,69,0,0,3
202400010265,64,1,3,4
202400010266,81,2,2,2
202400010267,51,1,3,4
202400010268,53,3,3,3
202400010269,63,2,0,2
202400010270,71,1,3,4
202400010271,77,1,3,2
202400010272,62,2,2,2
202400010273,85,1,3,2
202400010274,86,1,3,4
202400010275,62,2,0,4
202400010276,87,1,3,4
202400010277,34,3,3,3
202400010278,76,2,2,2
202400010279,52,1,3,4
202400010280,76,2,2,2
202400010281,44,0,0,0
202400010282,59,2,0,2
202400010283,52,1,3,4
202400010284,72,2,2,2
202400010285,02,2,0,1
202400010286,66,2,2,2
202400010287,57,2,2,2
202400010288,66,2,2,2
202400010289,56,2,0,4
202400010290,84,1,3,2
202400010291,64,0,1,3
202400010292,60,4,4,3
202400010293,56,2,2,2
202400010294,06,1,3,4
202400010295,63,2,2,2
202400010296,54,2,2,2
202400010297,06,1,3,1
202400010298,64,3,3,3
202400010299,51,2,2,2
202400010300,63,2,2,2
202400010301,18,1,3,4
202400010302,07,2,0,4
202400010303,45,2,2,2
202400010304,62,2,2,2
202400010305,62,2,0,4
202400010306,40,3,3,3
202400010307,37,2,2,2
202400010308,37,3,3,4
202400010309,27,3,3,0
202400010310,37,2,2,2
202400010311,62,2,2,2
202400010312,34,2,2,2
202400010313,59,2,2,2
202400010314,30,2,0,4
202400010315,30,4,4,4
202400010316,59,1,3,2
202400010317,34,2,2,2
202400010318,987,2,0,4
202400010319,73,1,3,4
202400010320,34,0,1,3
202400010321,59,2,2,2
202400010322,65,4,4,4
202400010323,59,0,1,3
202400010324,31,2,0,2
202400010325,69,1,3,4
202400010326,53,3,3,4
202400010327,31,4,4,4
202400010328,57,2,2,2
202400010329,988,3,3,4
202400010330,973,2,2,2
202400010331,29,2,2,2
202400010332,34,1,3,4
202400010333,56,2,2,2
202400010334,971,2,0,4
202400010335,27,2,2,2
202400010336,56,2,2,2
202400010337,27,2,2,2
202400010338,34,2,0,4
202400010339,78,2,0,4
202400010340,83,1,3,4
202400010341,84,3,3,4
202400010342,51,0,1,3
202400010343,27,2,2,2
202400010344,88,1,3,4
202400010345,83,1,3,4
202400010346,51,2,2,2
202400010347,69,2,0,2
202400010348,25,0,0,3
202400010349,73,1,3,4
202400010350,26,3,3,4
202400010351,49,2,2,2
202400010352,46,2,0,4
202400010353,09,0,0,4
202400010354,49,2,0,2
202400010355,33,2,0,2
202400010356,49,0,1,0
202400010357,40,1,3,2
202400010358,22,2,0,4
202400010359,47,2,0,2
202400010360,60,1,3,2
202400010361,33,0,0,3
202400010362,85,1,3,4
202400010363,80,1,3,4
202400010364,47,2,0,4
202400010365,13,4,4,4
202400010366,44,0,1,3
202400010367,59,1,3,4
202400010368,45,2,2,2
202400010369,02,2,0,4
202400010370,80,1,3,4
202400010371,44,3,4,3
202400010372,59,4,4,4
202400010373,13,0,0,4
202400010374,44,2,2,2
202400010375,91,4,4,4
202400010376,59,4,4,4
202400010377,43,1,3,4
202400010378,43,2,2,2
202400010379,92,4,4,4
202400010380,43,1,4,4
202400010381,43,1,3,4
202400010382,91,4,4,4
202400010383,61,0,0,3
202400010384,44,2,2,2
202400010385,93,4,4,4
202400010386,88,0,1,3
202400010387,44,1,3,4
202400010388,95,4,4,4
202400010389,74,2,2,2
202400010390,88,0,1,3
202400010391,92,4,4,4
202400010392,95,4,4,4
202400010393,987,2,2,2
202400010394,57,2,0,2
202400010395,77,4,4,4
202400010396,974,3,3,4
202400010397,971,0,0,4
202400010398,69,2,2,2
202400010399,73,0,1,3
202400010400,94,4,4,4
202400010401,69,2,2,2
202400010402,27,0,1,3
202400010403,75,2,2,2
202400010404,69,2,2,2
202400010405,93,0,1,0
202400010406,67,0,1,3
202400010407,28,3,3,3
202400010408,976,2,0,1
202400010409,59,2,0,2
202400010410,73,3,3,4
202400010411,37,2,2,2
202400010412,974,2,2,2
202400010413,73,3,3,3
202400010414,974,4,4,4
202400010415,37,0,0,4
202400010416,37,2,2,2
202400010417,73,1,3,4
202400010418,974,2,2,2
202400010419,974,0,1,0
202400010420,37,2,2,2
202400010421,38,0,1,3
202400010422,973,2,2,2
202400010423,37,2,2,2
202400010424,38,2,2,2
202400010425,973,2,0,2
202400010426,34,2,2,2
202400010427,38,2,2,2
202400010428,973,0,1,3
202400010429,13,0,1,3
202400010430,972,0,0,3
202400010431,38,1,3,4
202400010432,13,3,3,4
202400010433,972,0,0,3
202400010434,74,2,2,2
202400010435,75,2,2,2
202400010436,972,2,0,4
202400010437,69,2,2,2
202400010438,75,2,2,2
202400010439,74,0,1,3
202400010440,971,3,3,3
202400010441,75,2,2,2
202400010442,74,0,0,3
202400010443,95,1,3,4
202400010444,75,0,1,3
202400010445,74,2,2,2
202400010446,95,0,0,3
202400010447,75,0,1,0
202400010448,972,0,3,0
202400010449,971,3,3,3
202400010450,91,0,0,3
202400010451,52,2,0,4
202400010452,91,3,3,4
202400010453,52,0,1,3
202400010454,84,2,2,2
202400010455,69,3,3,3
202400010456,83,1,3,4
202400010457,75,2,2,2
202400010458,987,2,2,2
202400010459,78,2,2,2
202400010460,75,2,2,2
202400010461,42,2,2,2
202400010462,75,2,2,2
202400010463,75,2,2,2
202400010464,19,2,2,2
202400010465,77,2,0,4
202400010466,75,2,2,2
202400010467,92,2,2,2
202400010468,76,2,2,2
202400010469,75,0,1,0
202400010470,71,3,3,4
202400010471,91,0,0,3
202400010472,75,2,2,2
202400010473,64,3,0,4
202400010474,26,2,2,2
202400010475,62,0,0,3
202400010476,62,2,2,2
202400010477,54,0,1,3
202400010478,971,0,0,4
202400010479,43,1,3,4
202400010480,38,2,0,2
202400010481,24,1,3,4
202400010482,37,2,2,2
202400010483,24,3,3,4
202400010484,34,0,0,3
202400010485,24,0,0,0
202400010486,29,1,3,4
202400010487,24,0,0,3
202400010488,28,3,3,4
202400010489,03,2,2,2
202400010490,27,0,1,3
202400010491,03,2,2,2
202400010492,70,3,3,4
202400010493,03,2,0,4
202400010494,17,0,1,3
202400010495,09,4,4,4
202400010496,13,0,1,3
202400010497,09,2,2,2
202400010498,13,0,0,3
202400010499,88,2,2,2
202400010500,13,2,2,2
202400010501,42,2,2,2
202400010502,09,4,4,4
202400010503,05,2,2,2
202400010504,09,4,4,4
202400010505,64,2,0,2
202400010506,85,2,2,2
202400010507,01,0,0,3
202400010508,971,2,0,4
202400010509,75,2,2,2
202400010510,67,0,1,0
202400010511,75,0,1,0
202400010512,83,2,0,2
202400010513,75,0,1,3
202400010514,78,3,3,4
202400010515,75,0,1,3
202400010516,51,2,2,2
202400010517,75,2,2,2
202400010518,49,2,2,2
202400010519,75,2,2,2
202400010520,05,2,0,4
202400010521,78,0,0,3
202400010522,75,2,2,2
202400010523,89,1,3,4
202400010524,75,0,1,0
202400010525,75,0,1,0
202400010526,988,3,1,3
202400010527,75,2,2,2
202400010528,94,2,0,4
202400010529,91,3,3,3
202400010530,75,2,2,2
202400010531,93,0,1,3
202400010532,73,2,2,2
202400010533,75,2,2,2
202400010534,59,2,2,2
202400010535,93,2,2,2
202400010536,95,4,4,4
202400010537,75,2,2,2
202400010538,93,0,0,0
202400010539,93,4,4,4
202400010540,75,2,2,2
202400010541,93,0,0,3
202400010542,57,3,3,3
202400010543,94,2,0,4
202400010544,71,1,3,4
202400010545,973,2,0,4
202400010546,49,3,3,3
202400010547,94,0,0,0
202400010548,81,2,2,2
202400010549,36,3,3,3
202400010550,94,0,1,3
202400010551,51,0,1,3
202400010552,76,3,3,4
202400010553,19,2,2,2
202400010554,974,0,1,3
202400010555,94,2,0,4
202400010556,02,0,1,3
202400010557,40,1,3,1
202400010558,79,3,3,4
202400010559,93,0,1,3
202400010560,93,2,2,2
202400010561,19,1,3,4
202400010562,35,3,3,3
202400010563,93,2,0,2
202400010564,79,3,3,3
202400010565,12,2,0,2
202400010566,29,1,3,2
202400010567,2A,2,0,4
202400010568,93,2,2,2
202400010569,71,2,2,1
202400010570,29,0,0,3
202400010571,92,2,0,4
202400010572,63,4,4,4
202400010573,71,2,0,2
202400010574,09,2,0,1
202400010575,92,2,2,2
202400010576,84,2,0,4
202400010577,71,1,3,4
202400010578,82,3,3,3
202400010579,35,3,3,4
202400010580,63,0,0,4
202400010581,94,2,0,4
202400010582,61,1,3,2
202400010583,23,1,3,2
202400010584,86,3,3,3
202400010585,11,2,0,4
202400010586,06,1,3,2
202400010587,68,2,0,4
202400010588,01,1,3,4
202400010589,31,0,0,3
202400010590,04,1,3,4
202400010591,38,0,1,3
202400010592,06,0,0,3
202400010593,85,0,0,4
202400010594,22,2,0,4
202400010595,02,2,0,4
202400010596,42,2,0,2
202400010597,15,1,3,2
202400010598,13,3,3,4
202400010599,974,2,2,2
202400010600,971,3,3,4
202400010601,72,3,3,4
202400010602,12,3,3,4
202400010603,67,3,3,3
202400010604,16,3,3,3
202400010605,35,1,3,4
202400010606,69,4,4,4
202400010607,04,3,3,4
202400010608,2B,3,3,4
202400010609,01,3,3,4
202400010610,69,4,4,4
202400010611,34,2,0,2
202400010612,34,2,0,2
202400010613,69,2,2,2
202400010614,19,1,3,4
202400010615,42,3,3,4
202400010616,76,2,2,2
202400010617,17,1,3,4
202400010618,2B,1,3,4
202400010619,974,0,1,3
202400010620,2B,3,3,4
202400010621,69,1,3,4
202400010622,974,2,2,2
202400010623,69,3,3,4
202400010624,63,1,3,4
202400010625,971,2,0,4
202400010626,78,4,4,4
202400010627,971,1,3,4
202400010628,91,4,4,4
202400010629,12,1,3,4
202400010630,974,2,2,2
202400010631,2A,2,0,4
202400010632,46,2,0,4
202400010633,973,3,3,4
202400010634,95,0,1,3
202400010635,86,1,3,2
202400010636,971,2,2,2
202400010637,29,2,0,4
202400010638,971,3,3,4
202400010639,87,0,1,3
202400010640,971,2,0,1
202400010641,29,2,0,2
202400010642,66,3,4,3
202400010643,87,0,1,3
202400010644,29,1,3,4
202400010645,84,0,1,0
202400010646,03,2,0,4
202400010647,83,1,3,4
202400010648,82,2,2,2
202400010649,06,3,3,4
202400010650,03,1,3,4
202400010651,80,0,1,3
202400010652,70,0,0,4
202400010653,01,2,0,2
202400010654,70,1,3,2
202400010655,78,0,0,4
202400010656,67,2,0,2
202400010657,58,1,3,4
202400010658,63,3,3,3
202400010659,06,2,0,4
202400010660,38,3,3,4
202400010661,78,0,0,3
202400010662,06,2,0,4
202400010663,38,3,3,4
202400010664,09,1,3,4
202400010665,50,1,3,4
202400010666,77,2,0,2
202400010667,09,0,0,3
202400010668,09,0,0,3
202400010669,77,0,1,3
202400010670,44,1,3,2
202400010671,76,2,2,2
202400010672,60,2,0,2
202400010673,62,4,4,4
202400010674,73,0,1,3
202400010675,64,1,3,4
202400010676,59,0,0,3
202400010677,64,1,3,4
202400010678,72,0,1,3
202400010679,16,1,3,2
202400010680,13,4,4,4
202400010681,71,0,1,3
202400010682,37,1,3,4
202400010683,13,4,4,4
202400010684,30,1,3,4
202400010685,52,3,3,3
202400010686,69,0,0,3
202400010687,42,4,4,4
202400010688,978,2,0,4
202400010689,69,2,2,2
202400010690,91,4,4,4
202400010691,68,2,0,2
202400010692,67,1,3,2
202400010693,91,4,4,1
202400010694,38,4,4,4
202400010695,64,2,2,2
202400010696,91,4,4,4
202400010697,95,4,4,4
202400010698,62,2,2,2
202400010699,93,4,4,4
202400010700,30,4,4,4
202400010701,62,2,2,2
202400010702,62,2,2,2
202400010703,93,1,3,4
202400010704,17,2,0,1
202400010705,61,0,0,0
202400010706,94,4,4,3
202400010707,987,1,3,1
202400010708,59,0,0,0
202400010709,94,4,4,4
202400010710,13,3,3,4
202400010711,59,2,0,2
202400010712,75,0,1,0
202400010713,2B,3,3,3
202400010714,974,1,3,2
202400010715,59,0,0,3
202400010716,56,2,2,2
202400010717,55,1,3,4
202400010718,972,0,0,0
202400010719,73,1,3,4
202400010720,54,0,1,0
202400010721,95,0,0,3
202400010722,42,1,3,4
202400010723,54,0,1,3
202400010724,95,2,0,2
202400010725,54,2,2,2
202400010726,81,3,3,3
202400010727,95,0,1,3
202400010728,65,1,3,2
202400010729,51,0,1,3
202400010730,31,2,0,4
202400010731,51,2,2,2
202400010732,95,2,0,4
202400010733,51,4,4,4
202400010734,87,2,2,2
202400010735,91,2,2,2
202400010736,49,1,3,4
202400010737,91,0,1,3
202400010738,40,1,3,4
202400010739,45,0,0,3
202400010740,84,0,1,3
202400010741,41,0,1,3
202400010742,40,1,3,4
202400010743,84,2,2,2
202400010744,37,2,2,2
202400010745,33,1,3,4
202400010746,80,3,3,4
202400010747,33,2,2,2
202400010748,61,1,3,2
202400010749,33,0,1,3
202400010750,76,3,3,3
202400010751,56,3,3,3
202400010752,31,0,1,3
202400010753,76,0,0,3
202400010754,26,2,2,2
202400010755,69,2,2,2
202400010756,19,2,0,4
202400010757,69,2,2,2
202400010758,17,2,2,2
202400010759,67,0,1,0
202400010760,15,0,1,3
202400010761,64,2,2,2
202400010762,13,0,1,3
202400010763,63,2,2,2
202400010764,13,2,0,2
202400010765,62,0,1,0
202400010766,62,0,0,3
202400010767,12,2,0,1
202400010768,59,2,2,2
202400010769,10,3,3,4
202400010770,56,0,1,0
202400010771,10,2,2,2
202400010772,56,2,2,2
202400010773,10,0,1,3
202400010774,49,2,2,2
202400010775,07,2,2,2
202400010776,45,2,2,2
202400010777,06,2,2,2
202400010778,06,0,0,3
202400010779,44,0,1,3
202400010780,05,2,0,4
202400010781,42,0,1,3
202400010782,05,0,0,4
202400010783,38,0,1,3
202400010784,75,2,2,2
202400010785,37,0,1,3
202400010786,35,0,1,3
202400010787,75,2,2,2
202400010788,75,2,2,2
202400010789,35,0,1,3
202400010790,35,3,4,4
202400010791,75,2,2,2
202400010792,34,0,1,3
202400010793,94,0,1,3
202400010794,34,0,0,3
202400010795,94,0,0,3
202400010796,34,0,1,3
202400010797,94,2,0,4
202400010798,93,2,2,2
202400010799,93,2,0,4
202400010800,92,0,0,3
202400010801,92,2,2,2
202400010802,92,2,0,4
202400010803,92,2,0,4
202400010804,92,0,0,3
202400010805,92,2,0,4
202400010806,92,2,0,4
202400010807,974,4,4,4
202400010808,51,3,4,3
202400010809,69,1,3,1
202400010810,12,3,3,4
202400010811,12,3,3,4
202400010812,06,2,0,2
202400010813,68,0,0,3
202400010814,63,1,3,1
202400010815,54,4,4,4
202400010816,62,4,4,4
202400010817,59,4,4,4
202400010818,92,4,4,4
202400010819,95,1,3,4
202400010820,77,4,4,4
202400010821,77,1,4,4
202400010822,974,2,2,2
202400010823,974,2,0,4
202400010824,974,0,1,3
202400010825,973,2,0,2
202400010826,972,0,1,3
202400010827,69,0,0,3
202400010828,2A,0,0,3
202400010829,91,2,0,4
202400010830,91,0,1,3
202400010831,91,0,1,3
202400010832,87,2,0,4
202400010833,78,0,0,3
202400010834,2A,1,3,4
202400010835,65,1,3,4
202400010836,63,1,3,1
202400010837,42,1,3,1
202400010838,41,1,3,4
202400010839,41,3,3,3
202400010840,39,3,4,4
202400010841,25,2,2,2
202400010842,31,0,0,4
202400010843,15,3,3,4
202400010844,15,1,3,4
202400010845,26,1,3,1
202400010846,58,2,2,2
202400010847,58,3,3,4
202400010848,06,1,3,4
202400010849,14,1,3,1
202400010850,14,0,0,3
202400010851,50,1,3,1
202400010852,50,1,3,4
202400010853,50,1,3,2
202400010854,60,0,1,3
202400010855,18,1,3,2
202400010856,16,2,0,4
202400010857,07,1,3,4
202400010858,40,1,3,4
202400010859,40,3,3,4
202400010860,30,1,3,4
202400010861,31,1,3,4
202400010862,987,2,0,4
202400010863,01,4,4,4
202400010864,69,2,0,2
202400010865,13,4,4,4
202400010866,27,4,4,4
202400010867,13,4,4,4
202400010868,972,2,2,2
202400010869,34,3,3,4
202400010870,38,2,2,2
202400010871,07,1,3,4
202400010872,86,1,3,4
202400010873,85,1,3,2
202400010874,14,1,3,4
202400010875,76,2,0,4
202400010876,60,2,0,4
202400010877,80,1,3,4
202400010878,59,1,3,2
202400010879,13,1,3,4
202400010880,13,4,4,4
202400010881,77,1,3,4
202400010882,67,1,3,2
202400010883,77,3,3,4
202400010884,92,3,3,4
202400010885,93,4,4,4
202400010886,77,0,0,3
202400010887,95,4,4,4
202400010888,95,4,4,4
202400010889,77,1,3,4
202400010890,93,4,4,3
202400010891,77,1,4,4
202400010892,94,4,4,4
202400010893,77,3,3,4
202400010894,77,2,0,4
202400010895,44,2,2,2
202400010896,44,2,2,2
202400010897,76,0,1,3
202400010898,44,2,2,2
202400010899,44,2,2,2
202400010900,76,2,2,2
202400010901,44,2,2,2
202400010902,76,2,2,2
202400010903,29,0,1,3
202400010904,76,2,2,2
202400010905,84,0,1,3
202400010906,74,0,1,3
202400010907,84,2,2,2
202400010908,84,0,1,3
202400010909,62,1,3,2
202400010910,71,2,2,2
202400010911,62,0,0,3
202400010912,71,0,1,3
202400010913,62,0,1,3
202400010914,69,2,2,2
202400010915,74,0,0,3
202400010916,69,2,0,2
202400010917,69,2,0,2
202400010918,974,2,2,2
202400010919,68,2,0,2
202400010920,973,0,1,0
202400010921,67,0,1,3
202400010922,69,2,2,2
202400010923,67,2,2,2
202400010924,69,0,1,3
202400010925,66,2,2,2
202400010926,69,2,2,2
202400010927,66,2,2,2
202400010928,2B,3,3,4
202400010929,64,2,2,2
202400010930,971,2,0,4
202400010931,64,2,0,4
202400010932,2A,2,0,4
202400010933,2A,2,2,2
202400010934,60,2,2,2
202400010935,95,2,2,2
202400010936,95,2,2,2
202400010937,59,2,2,2
202400010938,84,0,0,3
202400010939,59,2,2,2
202400010940,83,0,1,0
202400010941,59,3,3,3
202400010942,82,2,2,2
202400010943,56,0,1,3
202400010944,78,0,0,0
202400010945,54,0,1,3
202400010946,78,0,0,4
202400010947,54,2,2,2
202400010948,77,2,2,2
202400010949,51,0,1,3
202400010950,69,2,2,2
202400010951,51,2,2,2
202400010952,67,2,2,2
202400010953,64,2,0,4
202400010954,50,2,0,4
202400010955,64,0,1,3
202400010956,62,2,2,2
202400010957,50,2,2,4
202400010958,62,3,3,4
202400010959,49,2,2,2
202400010960,54,2,0,2
202400010961,54,1,3,4
202400010962,49,2,2,2
202400010963,54,1,3,4
202400010964,48,0,0,4
202400010965,51,2,2,2
202400010966,50,1,3,4
202400010967,47,2,2,2
202400010968,45,1,3,4
202400010969,44,0,1,3
202400010970,38,0,1,0
202400010971,45,2,0,4
202400010972,45,2,2,1
202400010973,38,2,2,2
202400010974,45,4,4,4
202400010975,43,2,0,2
202400010976,37,2,2,2
202400010977,37,0,1,3
202400010978,42,0,0,3
202400010979,37,2,2,2
202400010980,38,2,2,2
202400010981,34,2,2,2
202400010982,37,0,1,3
202400010983,34,2,2,2
202400010984,34,2,2,1
202400010985,31,0,0,3
202400010986,31,2,2,2
202400010987,34,2,2,2
202400010988,31,2,2,2
202400010989,33,0,1,3
202400010990,28,0,0,3
202400010991,31,0,1,0
202400010992,26,1,3,2
202400010993,17,1,4,4
202400010994,29,2,2,2
202400010995,17,0,1,3
202400010996,29,2,2,2
202400010997,13,0,1,3
202400010998,13,2,2,2
202400010999,19,2,2,2
202400011000,13,2,2,2
202400011001,14,1,3,4
202400011002,13,0,0,3
202400011003,11,2,2,2
202400011004,13,2,2,2
202400011005,11,2,0,4
202400011006,13,2,0,1
202400011007,11,1,3,4
202400011008,13,2,2,2
202400011009,01,2,2,2
202400011010,10,2,2,2
202400011011,75,0,1,3
202400011012,75,2,2,2
202400011013,03,0,1,3
202400011014,75,2,2,2
202400011015,03,2,2,2
202400011016,75,2,2,2
202400011017,75,2,2,2
202400011018,75,0,1,0
202400011019,75,2,2,2
202400011020,75,2,2,2
202400011021,75,0,1,3
202400011022,75,2,2,2
202400011023,75,2,2,2
202400011024,75,2,2,2
202400011025,75,2,2,2
202400011026,75,2,2,2
202400011027,75,2,2,2
202400011028,75,2,2,4
202400011029,75,2,2,2
202400011030,75,0,1,3
202400011031,94,0,0,3
202400011032,75,2,2,2
202400011033,75,0,1,0
202400011034,94,0,1,3
202400011035,75,2,2,2
202400011036,94,2,2,2
202400011037,75,2,2,2
202400011038,94,2,0,4
202400011039,94,0,1,3
202400011040,75,0,1,3
202400011041,75,2,2,2
202400011042,93,2,2,2
202400011043,93,2,2,2
202400011044,75,0,1,3
202400011045,92,0,0,0
202400011046,75,2,2,2
202400011047,92,0,1,3
202400011048,75,2,2,2
202400011049,33,3,3,4
202400011050,75,0,1,3
202400011051,39,3,3,4
202400011052,75,2,2,2
202400011053,75,0,1,3
202400011054,08,0,0,3
202400011055,94,0,0,4
202400011056,71,1,3,2
202400011057,94,0,1,3
202400011058,33,1,3,4
202400011059,94,2,2,2
202400011060,49,3,3,4
202400011061,94,2,2,2
202400011062,68,0,1,3
202400011063,92,2,0,4
202400011064,60,0,0,4
202400011065,92,2,2,2
202400011066,974,0,0,0
202400011067,92,0,1,0
202400011068,62,2,0,4
202400011069,92,2,2,2
202400011070,62,2,0,4
202400011071,92,0,0,0
202400011072,92,0,0,3
202400011073,59,2,0,2
202400011074,74,2,2,2
202400011075,92,2,0,2
202400011076,71,2,0,2
202400011077,92,0,1,0
202400011078,37,0,0,3
202400011079,71,2,0,4
202400011080,61,1,3,4
202400011081,35,2,2,2
202400011082,49,1,3,1
202400011083,55,3,3,3
202400011084,12,0,1,3
202400011085,34,2,0,4
202400011086,39,2,0,4
202400011087,2A,3,3,4
202400011088,26,1,3,4
202400011089,44,1,3,4
202400011090,76,4,4,4
202400011091,44,3,3,3
202400011092,31,3,3,3
202400011093,29,2,2,2
202400011094,21,4,4,4
202400011095,29,2,2,2
202400011096,67,2,0,2
202400011097,46,3,3,3
202400011098,02,1,3,4
202400011099,01,1,3,4
202400011100,02,0,0,3
202400011101,19,4,4,4
202400011102,03,1,3,1
202400011103,56,3,3,3
202400011104,01,0,0,4
202400011105,56,2,2,2
202400011106,07,1,3,4
202400011107,27,1,3,4
202400011108,69,2,0,4
202400011109,38,4,4,4
202400011110,12,3,3,4
202400011111,13,1,3,4
202400011112,34,3,3,4
202400011113,22,0,0,3
202400011114,21,4,4,4
202400011115,39,3,3,4
202400011116,974,0,0,3
202400011117,39,1,3,4
202400011118,06,1,3,4
202400011119,44,2,2,2
202400011120,29,3,3,4
202400011121,03,3,3,4
202400011122,29,2,2,2
202400011123,02,3,3,3
202400011124,07,1,3,4
202400011125,15,1,3,4
202400011126,33,0,0,3
202400011127,70,3,3,3
202400011128,14,0,1,3
202400011129,66,3,3,0
202400011130,29,1,3,2
202400011131,50,2,0,1
202400011132,50,3,3,3
202400011133,59,0,0,4
202400011134,45,3,3,4
202400011135,91,4,4,4
202400011136,40,2,0,4
202400011137,91,4,4,4
202400011138,17,1,3,2
202400011139,92,4,4,4
202400011140,92,4,4,4
202400011141,87,3,3,4
202400011142,92,1,4,4
202400011143,87,1,3,4
202400011144,93,4,4,4
202400011145,30,3,3,4
202400011146,95,4,4,4
202400011147,987,1,3,2
202400011148,93,3,3,4
202400011149,19,4,4,4
202400011150,95,4,4,4
202400011151,49,4,4,4
202400011152,78,2,0,4
202400011153,971,1,4,4
202400011154,77,4,4,4
202400011155,71,3,3,3
202400011156,88,1,3,4
202400011157,81,1,3,4
202400011158,31,1,3,4
202400011159,17,3,3,4
202400011160,50,1,3,4
202400011161,29,1,3,2
202400011162,22,4,4,3
202400011163,35,1,3,4
202400011164,27,0,1,3
202400011165,76,2,2,2
202400011166,59,2,0,4
202400011167,13,4,4,4
202400011168,59,1,3,4
202400011169,92,3,4,4
202400011170,92,4,4,3
202400011171,92,1,3,1
202400011172,95,1,3,4
202400011173,95,4,4,4
202400011174,95,3,3,4
202400011175,94,4,4,4
202400011176,77,4,4,4
202400011177,94,1,4,4
202400011178,94,1,4,4
202400011179,93,2,2,2
202400011180,93,2,0,4
202400011181,93,2,0,4
202400011182,93,2,0,4
202400011183,93,0,0,3
202400011184,93,2,2,2
202400011185,38,1,3,4
202400011186,38,2,0,1
202400011187,38,0,1,3
202400011188,38,2,2,2
202400011189,38,2,2,2
202400011190,38,2,2,2
202400011191,38,2,0,2
202400011192,74,2,0,2
202400011193,74,1,3,2
202400011194,74,1,3,4
202400011195,74,1,3,1
202400011196,74,2,2,2
202400011197,74,1,3,4
202400011198,74,1,3,4
202400011199,74,3,3,0
202400011200,74,1,3,4
202400011201,74,1,3,4
202400011202,74,1,3,4
202400011203,74,0,1,3
202400011204,74,0,0,0
202400011205,74,2,0,4
202400011206,74,2,0,2
202400011207,74,2,0,4
202400011208,74,3,3,3
202400011209,84,1,3,4
202400011210,44,0,1,4
202400011211,974,0,1,0
202400011212,974,2,2,2
202400011213,974,2,0,4
202400011214,974,2,0,4
202400011215,973,2,0,2
202400011216,973,2,0,4
202400011217,973,1,4,1
202400011218,38,3,3,4
202400011219,72,1,3,4
202400011220,06,3,3,3
202400011221,14,2,2,2
202400011222,50,1,3,4
202400011223,45,3,3,3
202400011224,07,2,0,4
202400011225,40,2,0,2
202400011226,27,3,3,0
202400011227,17,1,3,4
202400011228,23,2,0,4
202400011229,87,1,3,4
202400011230,37,1,3,4
202400011231,30,0,1,3
202400011232,973,3,3,3
202400011233,31,2,0,4
202400011234,30,1,3,4
202400011235,978,0,0,4
202400011236,69,0,0,3
202400011237,06,0,0,3
202400011238,987,0,0,4
202400011239,38,1,3,4
202400011240,13,3,3,3
202400011241,62,4,4,4
202400011242,987,1,3,1
202400011243,987,3,3,0
202400011244,971,0,0,3
202400011245,13,1,3,4
202400011246,37,0,0,3
202400011247,71,0,0,3
202400011248,73,2,2,2
202400011249,38,1,3,4
202400011250,26,1,3,4
202400011251,60,3,3,4
202400011252,13,4,4,4
202400011253,42,4,4,4
202400011254,91,1,3,4
